,ID,0,1,2,3,4,5,C,X,LAST_STATUS,LAST_MONTH,COUNT_MONTHS,total_delay,C_RATING,CLIENT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,EMPLOYED
23521,5078947,0,0,0,0,0,0,26,18,C,0,26.0,0,AA,GOOD,F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23419.0,365243.0,1.0,0.0,0.0,0.0,,1.0,64.0,N
23522,5078948,0,0,0,0,0,0,26,18,C,0,26.0,0,AA,GOOD,F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23419.0,365243.0,1.0,0.0,0.0,0.0,,1.0,64.0,N
23524,5078955,0,0,0,0,0,0,36,17,C,0,36.0,0,AA,GOOD,F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23419.0,365243.0,1.0,0.0,0.0,0.0,,1.0,64.0,N
23577,5079019,0,0,0,0,0,0,2,11,C,0,2.0,0,AA,GOOD,F,N,Y,1.0,112500.0,Working,Higher education,Married,House / apartment,-8963.0,-1486.0,1.0,0.0,1.0,0.0,Core staff,3.0,24.0,Y
23578,5079020,0,0,0,0,0,0,28,13,C,0,28.0,0,AA,GOOD,F,N,Y,1.0,112500.0,Working,Higher education,Married,House / apartment,-8963.0,-1486.0,1.0,0.0,1.0,0.0,Core staff,3.0,24.0,Y
23579,5079021,0,0,0,0,0,0,20,13,C,0,20.0,0,AA,GOOD,F,N,Y,1.0,112500.0,Working,Higher education,Married,House / apartment,-8963.0,-1486.0,1.0,0.0,1.0,0.0,Core staff,3.0,24.0,Y
23666,5079143,0,0,0,0,0,0,13,0,C,-6,13.0,0,AA,GOOD,F,N,Y,2.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-13868.0,-3008.0,1.0,1.0,0.0,0.0,Sales staff,3.0,37.0,Y
23667,5079144,0,0,0,0,0,0,13,0,C,0,13.0,0,AA,GOOD,F,N,Y,2.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-13868.0,-3008.0,1.0,1.0,0.0,0.0,Sales staff,3.0,37.0,Y
23680,5079166,5,3,1,1,1,10,10,12,C,0,31.0,11,DD,BAD,M,Y,N,0.0,202500.0,Working,Secondary / secondary special,Married,With parents,-13720.0,-1394.0,1.0,0.0,0.0,0.0,Laborers,2.0,37.0,Y
23681,5079167,5,3,1,1,1,10,0,6,X,0,21.0,11,DD,BAD,M,Y,N,0.0,202500.0,Working,Secondary / secondary special,Married,With parents,-13720.0,-1394.0,1.0,0.0,0.0,0.0,Laborers,2.0,37.0,Y
23682,5079168,5,3,1,1,1,10,0,5,1,0,21.0,11,DD,BAD,M,Y,N,0.0,202500.0,Working,Secondary / secondary special,Married,With parents,-13720.0,-1394.0,1.0,0.0,0.0,0.0,Laborers,2.0,37.0,Y
23712,5079210,0,0,0,0,0,0,6,1,C,-5,6.0,0,AA,GOOD,M,N,Y,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17474.0,-1152.0,1.0,0.0,0.0,0.0,Laborers,2.0,47.0,Y
23886,5085792,0,0,0,0,0,0,21,15,C,0,21.0,0,AA,GOOD,F,N,Y,0.0,157500.0,Working,Incomplete higher,Married,House / apartment,-14140.0,-2513.0,1.0,0.0,0.0,0.0,Drivers,2.0,38.0,Y
23907,5085824,0,0,0,0,0,0,7,1,C,-9,7.0,0,AA,GOOD,F,N,N,0.0,351000.0,Commercial associate,Higher education,Married,House / apartment,-21574.0,-1081.0,1.0,0.0,1.0,0.0,,2.0,59.0,Y
23945,5085869,0,0,0,0,0,0,10,3,C,0,10.0,0,AA,GOOD,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18199.0,-5190.0,1.0,0.0,0.0,0.0,Cleaning staff,2.0,49.0,Y
23957,5085886,12,1,1,1,1,45,0,0,5,0,61.0,16,EE,BAD,M,Y,Y,0.0,315000.0,Commercial associate,Higher education,Married,House / apartment,-18661.0,-1265.0,1.0,0.0,0.0,0.0,Managers,2.0,51.0,Y
24677,5088896,0,0,0,0,0,0,16,4,C,-8,16.0,0,AA,GOOD,F,N,Y,1.0,117000.0,Working,Higher education,Married,House / apartment,-18989.0,-551.0,1.0,1.0,0.0,0.0,Cleaning staff,3.0,52.0,Y
24681,5088900,0,0,0,0,0,0,2,4,C,0,2.0,0,AA,GOOD,F,N,Y,1.0,117000.0,Working,Higher education,Married,House / apartment,-18989.0,-551.0,1.0,1.0,0.0,0.0,Cleaning staff,3.0,52.0,Y
24849,5089157,0,0,0,0,0,0,9,0,C,0,9.0,0,AA,GOOD,F,N,N,0.0,112500.0,Pensioner,Higher education,Single / not married,House / apartment,-22254.0,365243.0,1.0,0.0,1.0,0.0,,1.0,60.0,N
24850,5089158,0,0,0,0,0,0,9,0,C,-5,9.0,0,AA,GOOD,F,N,N,0.0,112500.0,Pensioner,Higher education,Single / not married,House / apartment,-22254.0,365243.0,1.0,0.0,1.0,0.0,,1.0,60.0,N
24854,5089162,1,0,0,0,0,5,0,17,X,0,6.0,1,EE,BAD,F,Y,N,0.0,225000.0,Working,Higher education,Married,House / apartment,-20264.0,-2531.0,1.0,1.0,1.0,0.0,Accountants,2.0,55.0,Y
24874,5089191,0,0,0,0,0,0,1,4,C,0,1.0,0,AA,GOOD,F,Y,N,0.0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-23224.0,-3382.0,1.0,1.0,1.0,0.0,Core staff,1.0,63.0,Y
24883,5089209,0,0,0,0,0,0,10,40,C,0,10.0,0,AA,GOOD,F,Y,N,0.0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17864.0,-705.0,1.0,1.0,0.0,0.0,High skill tech staff,2.0,48.0,Y
24941,5089291,0,0,0,0,0,0,30,1,C,-22,30.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24942,5089292,0,0,0,0,0,0,30,1,C,-26,30.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24943,5089294,0,0,0,0,0,0,30,1,C,-1,30.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24944,5089295,0,0,0,0,0,0,29,1,C,0,29.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24945,5089296,0,0,0,0,0,0,30,1,C,-13,30.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24947,5089298,0,0,0,0,0,0,25,1,C,0,25.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24948,5089299,0,0,0,0,0,0,19,1,C,0,19.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24950,5089301,0,0,0,0,0,0,14,1,C,0,14.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24951,5089302,0,0,0,0,0,0,15,1,C,0,15.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24952,5089303,0,0,0,0,0,0,5,1,C,0,5.0,0,AA,GOOD,F,N,N,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549.0,-1160.0,1.0,1.0,0.0,0.0,,2.0,50.0,Y
24958,5089309,0,0,0,0,0,0,16,24,C,0,16.0,0,AA,GOOD,F,N,N,0.0,54000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14415.0,-1801.0,1.0,1.0,0.0,0.0,Laborers,2.0,39.0,Y
25060,5089454,0,0,0,0,0,0,21,8,C,0,21.0,0,AA,GOOD,F,N,N,0.0,103500.0,Pensioner,Higher education,Married,House / apartment,-21701.0,365243.0,1.0,0.0,1.0,0.0,,2.0,59.0,N
25062,5089458,0,0,0,0,0,0,17,8,C,0,17.0,0,AA,GOOD,F,N,N,0.0,103500.0,Pensioner,Higher education,Married,House / apartment,-21701.0,365243.0,1.0,0.0,1.0,0.0,,2.0,59.0,N
25094,5089507,0,0,0,0,0,0,29,0,C,0,29.0,0,AA,GOOD,F,Y,N,1.0,405000.0,Working,Secondary / secondary special,Married,Rented apartment,-13810.0,-1678.0,1.0,1.0,1.0,1.0,Core staff,3.0,37.0,Y
25113,5089526,0,0,0,0,0,0,33,1,C,0,33.0,0,AA,GOOD,F,Y,N,0.0,315000.0,Working,Higher education,Married,Co-op apartment,-13064.0,-2286.0,1.0,1.0,0.0,0.0,Medicine staff,2.0,35.0,Y
25234,5089683,0,0,0,0,0,0,43,18,C,0,43.0,0,AA,GOOD,M,Y,N,0.0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-14767.0,-613.0,1.0,1.0,0.0,0.0,Drivers,2.0,40.0,Y
25284,5089747,0,0,0,0,0,0,3,0,C,-43,3.0,0,AA,GOOD,M,N,N,1.0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876.0,-5239.0,1.0,0.0,0.0,0.0,Laborers,2.0,48.0,Y
25285,5089749,0,0,0,0,0,0,2,0,C,0,2.0,0,AA,GOOD,M,N,N,1.0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876.0,-5239.0,1.0,0.0,0.0,0.0,Laborers,2.0,48.0,Y
25286,5089750,0,0,0,0,0,0,1,0,C,0,1.0,0,AA,GOOD,M,N,N,1.0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876.0,-5239.0,1.0,0.0,0.0,0.0,Laborers,2.0,48.0,Y
25287,5089751,0,0,0,0,0,0,2,0,C,0,2.0,0,AA,GOOD,M,N,N,1.0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876.0,-5239.0,1.0,0.0,0.0,0.0,Laborers,2.0,48.0,Y
25288,5089752,0,0,0,0,0,0,2,0,C,0,2.0,0,AA,GOOD,M,N,N,1.0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876.0,-5239.0,1.0,0.0,0.0,0.0,Laborers,2.0,48.0,Y
25310,5089777,0,0,0,0,0,0,12,30,C,0,12.0,0,AA,GOOD,M,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14567.0,-7369.0,1.0,1.0,0.0,0.0,Laborers,2.0,39.0,Y
25311,5089778,0,0,0,0,0,0,41,16,C,0,41.0,0,AA,GOOD,M,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14567.0,-7369.0,1.0,1.0,0.0,0.0,Laborers,2.0,39.0,Y
25312,5089779,0,0,0,0,0,0,18,30,C,0,18.0,0,AA,GOOD,M,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14567.0,-7369.0,1.0,1.0,0.0,0.0,Laborers,2.0,39.0,Y
25314,5089782,0,0,0,0,0,0,46,10,C,0,46.0,0,AA,GOOD,M,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14567.0,-7369.0,1.0,1.0,0.0,0.0,Laborers,2.0,39.0,Y
25347,5089822,0,0,0,0,0,0,6,0,C,-7,6.0,0,AA,GOOD,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976.0,365243.0,1.0,0.0,0.0,0.0,,1.0,62.0,N
25349,5089824,0,0,0,0,0,0,8,0,C,-27,8.0,0,AA,GOOD,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976.0,365243.0,1.0,0.0,0.0,0.0,,1.0,62.0,N
25360,5089835,0,0,0,0,0,0,1,0,C,0,1.0,0,AA,GOOD,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976.0,365243.0,1.0,0.0,0.0,0.0,,1.0,62.0,N
25362,5089837,0,0,0,0,0,0,5,1,C,-24,5.0,0,AA,GOOD,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976.0,365243.0,1.0,0.0,0.0,0.0,,1.0,62.0,N
25367,5089842,0,0,0,0,0,0,3,0,C,-30,3.0,0,AA,GOOD,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976.0,365243.0,1.0,0.0,0.0,0.0,,1.0,62.0,N
25387,5089877,0,0,0,0,0,0,8,4,C,0,8.0,0,AA,GOOD,F,N,Y,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19002.0,365243.0,1.0,0.0,0.0,0.0,,2.0,52.0,N
25388,5089883,0,0,0,0,0,0,49,4,C,0,49.0,0,AA,GOOD,F,N,Y,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19002.0,365243.0,1.0,0.0,0.0,0.0,,2.0,52.0,N
25389,5089885,0,0,0,0,0,0,27,4,C,0,27.0,0,AA,GOOD,F,N,Y,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19002.0,365243.0,1.0,0.0,0.0,0.0,,2.0,52.0,N
25390,5089886,0,0,0,0,0,0,23,14,C,0,23.0,0,AA,GOOD,F,N,Y,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19002.0,365243.0,1.0,0.0,0.0,0.0,,2.0,52.0,N
25412,5089919,0,0,0,0,0,0,3,0,C,0,3.0,0,AA,GOOD,F,N,Y,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21916.0,365243.0,1.0,0.0,1.0,0.0,,2.0,60.0,N
25415,5089922,0,0,0,0,0,0,4,0,C,-2,4.0,0,AA,GOOD,F,N,Y,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21916.0,365243.0,1.0,0.0,1.0,0.0,,2.0,60.0,N
25420,5089929,0,0,0,0,0,0,4,7,C,0,4.0,0,AA,GOOD,M,Y,N,0.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19170.0,-4965.0,1.0,0.0,0.0,0.0,Laborers,2.0,52.0,Y
25422,5089931,0,0,0,0,0,0,5,7,C,-5,5.0,0,AA,GOOD,M,Y,N,0.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19170.0,-4965.0,1.0,0.0,0.0,0.0,Laborers,2.0,52.0,Y
25423,5089932,0,0,0,0,0,0,5,7,C,-6,5.0,0,AA,GOOD,M,Y,N,0.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19170.0,-4965.0,1.0,0.0,0.0,0.0,Laborers,2.0,52.0,Y
25424,5089933,0,0,0,0,0,0,5,7,C,-36,5.0,0,AA,GOOD,M,Y,N,0.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19170.0,-4965.0,1.0,0.0,0.0,0.0,Laborers,2.0,52.0,Y
25429,5089943,0,0,0,0,0,0,1,17,C,0,1.0,0,AA,GOOD,F,Y,Y,0.0,360000.0,State servant,Higher education,Married,House / apartment,-14498.0,-6123.0,1.0,0.0,0.0,1.0,Core staff,2.0,39.0,Y
25442,5089959,1,10,1,1,1,23,3,0,C,0,40.0,14,EE,BAD,M,N,Y,1.0,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12755.0,-2105.0,1.0,0.0,0.0,0.0,,3.0,34.0,Y
25499,5090036,0,0,0,0,0,0,3,1,C,-24,3.0,0,AA,GOOD,F,N,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21502.0,365243.0,1.0,0.0,1.0,0.0,,2.0,58.0,N
25504,5090046,0,0,0,0,0,0,5,38,C,0,5.0,0,AA,GOOD,M,N,N,1.0,225000.0,Working,Higher education,Married,House / apartment,-13747.0,-6273.0,1.0,0.0,0.0,0.0,Core staff,3.0,37.0,Y
25546,5090107,0,0,0,0,0,0,1,0,C,0,1.0,0,AA,GOOD,F,N,Y,0.0,225000.0,Pensioner,Higher education,Married,House / apartment,-19526.0,365243.0,1.0,0.0,0.0,0.0,,2.0,53.0,N
25553,5090119,0,0,0,0,0,0,7,1,C,-14,7.0,0,AA,GOOD,F,N,Y,0.0,177750.0,Pensioner,Higher education,Married,House / apartment,-22934.0,365243.0,1.0,0.0,0.0,0.0,,2.0,62.0,N
25569,5090140,0,0,0,0,0,0,3,44,C,0,3.0,0,AA,GOOD,F,Y,N,0.0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18458.0,-2657.0,1.0,1.0,1.0,0.0,Sales staff,2.0,50.0,Y
25585,5090166,9,2,0,0,0,7,0,1,5,0,18.0,11,DD,BAD,F,N,Y,1.0,675000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15452.0,-860.0,1.0,0.0,0.0,0.0,Security staff,2.0,42.0,Y
25597,5090182,0,0,0,0,0,0,5,0,C,-21,5.0,0,AA,GOOD,F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22006.0,365243.0,1.0,0.0,0.0,0.0,,2.0,60.0,N
25599,5090184,0,0,0,0,0,0,31,7,C,0,31.0,0,AA,GOOD,M,Y,N,0.0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16832.0,365243.0,1.0,0.0,1.0,0.0,,2.0,46.0,N
25611,5090203,0,0,0,0,0,0,9,0,C,0,9.0,0,AA,GOOD,M,N,Y,1.0,119250.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9373.0,-284.0,1.0,1.0,1.0,0.0,Laborers,3.0,25.0,Y
25621,5090221,0,0,0,0,0,0,27,14,C,-1,27.0,0,AA,GOOD,F,N,Y,0.0,247500.0,Working,Secondary / secondary special,Widow,House / apartment,-21820.0,-370.0,1.0,0.0,1.0,0.0,,1.0,59.0,Y
25629,5090230,0,0,0,0,0,0,20,0,C,-36,20.0,0,AA,GOOD,M,N,N,0.0,315000.0,Pensioner,Higher education,Married,House / apartment,-15312.0,365243.0,1.0,0.0,0.0,0.0,,2.0,41.0,N
25659,5090276,0,0,0,0,0,0,6,1,C,0,6.0,0,AA,GOOD,F,N,N,1.0,81000.0,State servant,Higher education,Married,With parents,-11707.0,-2317.0,1.0,0.0,0.0,0.0,Core staff,3.0,32.0,Y
25685,5090316,0,0,0,0,0,0,36,5,C,0,36.0,0,AA,GOOD,F,N,Y,0.0,427500.0,Working,Higher education,Married,House / apartment,-19889.0,-3600.0,1.0,1.0,0.0,0.0,Managers,2.0,54.0,Y
25727,5090374,0,0,0,0,0,0,34,11,C,0,34.0,0,AA,GOOD,F,Y,Y,2.0,270000.0,State servant,Higher education,Married,House / apartment,-17610.0,-947.0,1.0,0.0,0.0,0.0,Cleaning staff,4.0,48.0,Y
25728,5090375,0,0,0,0,0,0,3,1,C,0,3.0,0,AA,GOOD,F,N,N,2.0,112500.0,State servant,Higher education,Married,House / apartment,-11604.0,-2721.0,1.0,0.0,0.0,1.0,Core staff,4.0,31.0,Y
25778,5090454,0,0,0,0,0,0,19,38,C,0,19.0,0,AA,GOOD,M,Y,N,0.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18938.0,-3141.0,1.0,1.0,0.0,0.0,Managers,2.0,51.0,Y
25815,5090519,0,0,0,0,0,0,12,15,C,0,12.0,0,AA,GOOD,F,N,Y,1.0,144000.0,Commercial associate,Higher education,Married,House / apartment,-12517.0,-3778.0,1.0,0.0,1.0,1.0,Managers,3.0,34.0,Y
25848,5090573,0,0,0,0,0,0,13,32,C,0,13.0,0,AA,GOOD,M,Y,N,0.0,180000.0,Pensioner,Higher education,Married,House / apartment,-22268.0,365243.0,1.0,0.0,0.0,1.0,,2.0,61.0,N
25857,5090594,0,0,0,0,0,0,14,0,C,0,14.0,0,AA,GOOD,M,Y,Y,3.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12634.0,-4053.0,1.0,0.0,0.0,0.0,Laborers,5.0,34.0,Y
25866,5090605,0,0,0,0,0,0,1,1,C,0,1.0,0,AA,GOOD,F,N,Y,0.0,130500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-22224.0,365243.0,1.0,0.0,0.0,0.0,,2.0,60.0,N
25869,5090608,0,0,0,0,0,0,20,15,C,0,20.0,0,AA,GOOD,M,Y,Y,0.0,202500.0,Commercial associate,Higher education,Married,House / apartment,-14294.0,-401.0,1.0,0.0,0.0,0.0,Managers,2.0,39.0,Y
25885,5090642,0,0,0,0,0,0,5,9,C,0,5.0,0,AA,GOOD,F,Y,Y,0.0,540000.0,Pensioner,Higher education,Married,House / apartment,-21290.0,365243.0,1.0,0.0,0.0,0.0,,2.0,58.0,N
25923,5090704,0,0,0,0,0,0,6,8,C,0,6.0,0,AA,GOOD,F,N,N,0.0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,-23290.0,365243.0,1.0,0.0,0.0,0.0,,1.0,63.0,N
25936,5090729,19,5,1,1,1,1,0,1,5,0,28.0,27,DD,BAD,M,Y,Y,2.0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12446.0,-2165.0,1.0,0.0,0.0,0.0,,4.0,34.0,Y
25941,5090737,31,7,1,1,1,14,0,1,5,0,55.0,41,DD,BAD,F,N,N,0.0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18972.0,-3715.0,1.0,0.0,0.0,0.0,Laborers,1.0,51.0,Y
25944,5090740,0,0,0,0,0,0,2,0,C,-2,2.0,0,AA,GOOD,F,N,Y,0.0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23802.0,365243.0,1.0,0.0,0.0,0.0,,2.0,65.0,N
25982,5090796,0,0,0,0,0,0,2,1,C,0,2.0,0,AA,GOOD,F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976.0,365243.0,1.0,0.0,0.0,0.0,,1.0,62.0,N
26001,5090827,0,0,0,0,0,0,8,0,C,-1,8.0,0,AA,GOOD,M,Y,Y,0.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17628.0,-1284.0,1.0,0.0,0.0,0.0,Drivers,2.0,48.0,Y
26018,5090849,0,0,0,0,0,0,15,9,C,-24,15.0,0,AA,GOOD,F,Y,Y,0.0,270000.0,Working,Higher education,Married,House / apartment,-20643.0,-6456.0,1.0,0.0,0.0,1.0,Core staff,2.0,56.0,Y
26020,5090852,0,0,0,0,0,0,9,14,C,0,9.0,0,AA,GOOD,F,N,Y,0.0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19002.0,365243.0,1.0,0.0,0.0,0.0,,2.0,52.0,N
26069,5090933,0,0,0,0,0,0,9,0,C,-16,9.0,0,AA,GOOD,F,N,N,0.0,112500.0,Pensioner,Higher education,Single / not married,House / apartment,-22254.0,365243.0,1.0,0.0,1.0,0.0,,1.0,60.0,N
26093,5090968,0,0,0,0,0,0,56,5,C,0,56.0,0,AA,GOOD,M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12496.0,-127.0,1.0,0.0,0.0,0.0,Laborers,3.0,34.0,Y
26115,5090994,0,0,0,0,0,0,32,1,C,-13,32.0,0,AA,GOOD,M,Y,Y,0.0,405000.0,Working,Higher education,Married,House / apartment,-10323.0,-2622.0,1.0,1.0,1.0,1.0,Managers,2.0,28.0,Y
26186,5091083,0,0,0,0,0,0,18,13,C,0,18.0,0,AA,GOOD,F,N,Y,0.0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-13184.0,-5728.0,1.0,0.0,0.0,1.0,Accountants,1.0,36.0,Y
26251,5091176,0,0,0,0,0,0,3,0,C,0,3.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26252,5091177,0,0,0,0,0,0,3,0,C,0,3.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26253,5091178,0,0,0,0,0,0,5,1,C,0,5.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26254,5091179,0,0,0,0,0,0,7,0,C,0,7.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26255,5091180,0,0,0,0,0,0,7,1,C,0,7.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26257,5091182,0,0,0,0,0,0,9,0,C,-2,9.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26259,5091184,0,0,0,0,0,0,9,0,C,-8,9.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26260,5091185,0,0,0,0,0,0,16,0,C,0,16.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26263,5091189,0,0,0,0,0,0,9,0,C,-30,9.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26264,5091191,0,0,0,0,0,0,14,1,C,-26,14.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26271,5091198,0,0,0,0,0,0,14,1,C,-4,14.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26273,5091200,0,0,0,0,0,0,5,0,C,-12,5.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
26274,5091201,0,0,0,0,0,0,8,1,C,0,8.0,0,AA,GOOD,F,N,Y,1.0,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126.0,-2087.0,1.0,1.0,1.0,0.0,Accountants,2.0,30.0,Y
